,Name,Age,OVA,Nationality,Club,BOV,BP,Position,POT,Height,Weight,foot,Growth,Value,Wage,Release Clause
218,D. Forlán,35,78,Uruguay,Uruguay,80,CAM,ST,78,71,172lbs,Right,0,0.0,0.0,0.0
219,O. Deschacht,39,70,Belgium,SV Zulte-Waregem,70,CB,CB LB,70,72,179lbs,Left,0,240000.0,5000.0,360000.0
220,Hugo Viana,29,78,Portugal,SC Braga,79,CAM,Unknown,78,70,163lbs,Left,0,4700000.0,30000.0,0.0
221,Fernando Torres,34,77,Spain,Sagan Tosu,76,ST,ST,77,73,174lbs,Right,0,4700000.0,8000.0,5800000.0
222,T. Motta,34,80,Italy,Paris Saint-Germain,78,CDM,CDM,80,74,181lbs,Left,0,4500000.0,80000.0,8300000.000000001
223,L. Butelle,37,73,France,Angers SCO,73,GK,GK,73,74,185lbs,Left,0,400000.0,9000.0,800000.0
224,Igor de Camargo,37,70,Belgium,KV Mechelen,70,ST,Unknown,70,74,187lbs,Right,0,625000.0,7000.0,938000.0
225,J. Poulsen,35,65,Denmark,Melbourne Victory,65,CM,Unknown,65,71,165lbs,Right,0,230000.0,2000.0,288000.0
226,P. Senderos,33,67,Switzerland,Houston Dynamo,66,CB,Unknown,67,74,185lbs,Right,0,300000.0,3000.0,450000.0
227,S. Pienaar,34,75,South Africa,Sunderland,75,CAM,Unknown,75,67,146lbs,Right,0,2000000.0,40000.0,0.0
228,K. Keller,41,69,United States,Seattle Sounders FC,69,GK,Unknown,69,74,190lbs,Right,0,0.0,2000.0,0.0
229,J. Defoe,37,73,England,Rangers FC,73,ST,ST,73,67,143lbs,Right,0,1400000.0,33000.0,2500000.0
230,D. Bent,33,70,England,Burton Albion,69,ST,ST,70,71,161lbs,Right,0,1100000.0,10000.0,0.0
231,P. Clarke,38,63,England,Tranmere Rovers,63,CB,Unknown,63,72,183lbs,Right,0,70000.0,2000.0,123000.0
232,L. King,30,82,England,Tottenham Hotspur,81,CB,Unknown,82,74,190lbs,Right,0,7000000.0,60000.0,0.0
233,S. Harper,40,69,England,Sunderland,69,GK,Unknown,69,74,201lbs,Right,0,170000.0,4000.0,0.0
234,J. Cavalli,37,67,France,AC Ajaccio,67,CAM,Unknown,67,67,143lbs,Left,0,250000.0,2000.0,438000.0
235,S. Cherundolo,34,73,United States,Hannover 96,73,RB,RB,73,68,152lbs,Right,0,400000.0,25000.0,0.0
236,P. Crouch,37,72,England,Burnley,71,ST,ST,72,79,165lbs,Right,0,900000.0,30000.0,2100000.0
237,B. Myhill,35,70,Wales,West Bromwich Albion,69,GK,GK,70,75,203lbs,Right,0,425000.0,9000.0,808000.0
238,T. Cahill,37,70,Australia,Millwall,73,ST,CAM ST CM,70,70,141lbs,Right,0,475000.0,20000.0,1100000.0
239,E. van der Sar,39,83,Netherlands,Manchester United,83,GK,GK,87,78,196lbs,Right,4,0.0,0.0,0.0
240,H. Opdal,38,65,Norway,SK Brann,65,GK,GK,65,74,201lbs,Right,0,50000.0,750.0,63000.0
241,A. Le Tallec,34,65,France,US Orléans Loiret Football,64,ST,Unknown,65,73,161lbs,Right,0,275000.0,3000.0,490000.0
242,M. Diarra,32,75,Mali,Fulham,77,CB,Unknown,75,72,181lbs,Right,0,850000.0,30000.0,0.0
243,P. Evra,36,75,France,West Ham United,75,CB,LB,75,69,165lbs,Left,0,775000.0,50000.0,1500000.0
244,F. Balmont,39,68,France,Dijon FCO,70,CDM,Unknown,68,66,159lbs,Right,0,220000.0,4000.0,440000.0
245,H. Westermann,33,71,Germany,FK Austria Wien,70,CB,Unknown,71,75,192lbs,Left,0,950000.0,15000.0,1400000.0
246,C. Brunt,35,67,Northern Ireland,Bristol City,67,CM,CM CDM,67,73,185lbs,Left,0,325000.0,11000.0,618000.0
247,E. Jakupović,35,66,Switzerland,Leicester City,66,GK,GK,66,75,187lbs,Right,0,170000.0,9000.0,323000.0
248,M. Marić,36,66,Switzerland,FC Lugano,66,CB,CB,66,74,183lbs,Right,0,130000.0,2000.0,189000.0
249,R. Reçber,37,73,Turkey,Beşiktaş JK,73,GK,GK,82,74,168lbs,Right,9,0.0,0.0,0.0
250,D. Murphy,29,69,England,Birmingham City,70,LWB,Unknown,69,72,185lbs,Left,0,450000.0,7000.0,0.0
251,C. Ledesma,34,71,Italy,FC Lugano,74,CM,Unknown,71,71,172lbs,Right,0,725000.0,7000.0,1100000.0
252,C. Natali,35,74,Italy,Sassuolo,74,CB,CB,74,76,196lbs,Right,0,550000.0,25000.0,0.0
253,B. Lauth,31,69,Germany,TSV 1860 München,69,ST,Unknown,69,70,165lbs,Right,0,575000.0,9000.0,0.0
254,T. Wiese,33,68,Germany,TSG 1899 Hoffenheim,68,GK,Unknown,68,76,243lbs,Right,0,625000.0,6000.0,0.0
255,Fernando Navarro,35,74,Spain,Deportivo de La Coruña,75,CB,LB,74,70,150lbs,Left,0,1200000.0,15000.0,2600000.0
256,E. Adebayor,35,74,Togo,Olimpia Asunción,74,ST,ST,74,76,181lbs,Right,0,2600000.0,500.0,5700000.0
257,M. Ambrosini,36,74,Italy,Fiorentina,78,CB,Unknown,74,72,159lbs,Right,0,0.0,35000.0,0.0
258,C. Gordon,36,71,Scotland,Celtic,71,GK,GK,71,76,183lbs,Left,0,400000.0,15000.0,720000.0
259,F. Miccoli,33,81,Italy,Palermo,82,CAM,ST CF,81,66,161lbs,Right,0,5000000.0,40000.0,0.0
260,D. De Rossi,35,82,Italy,Boca Juniors,82,CB,CDM,82,72,183lbs,Right,0,7000000.0,20000.0,9800000.0
261,D. Bulman,41,60,England,Crawley Town,63,CDM,CM CDM,60,69,165lbs,Right,0,0.0,1000.0,0.0
262,Maxwell,34,79,Brazil,Paris Saint-Germain,79,LWB,LB,79,69,161lbs,Left,0,2900000.0,80000.0,0.0
263,A. Ferdid,33,63,England,St. Mirren,62,CB,Unknown,63,72,157lbs,Right,0,150000.0,2000.0,263000.0
264,C. Palmer,29,59,England,Burton Albion,59,LM,Unknown,59,67,154lbs,Left,0,80000.0,0.0,0.0
265,N. de Jong,32,74,Netherlands,1. FSV Mainz 05,73,CDM,CDM CM,74,69,159lbs,Right,0,3200000.0,20000.0,5500000.0
266,G. O'Neil,35,67,England,Bolton Wanderers,66,CM,Unknown,67,68,134lbs,Right,0,180000.0,3000.0,333000.0
267,G. Greer,36,65,Scotland,Kilmarnock,64,CB,Unknown,65,76,185lbs,Right,0,70000.0,2000.0,123000.0
268,P. Mertesacker,32,80,Germany,Arsenal,78,CB,CB,80,78,198lbs,Right,0,8500000.0,110000.0,16200000.0
269,J. Van Damme,34,74,Belgium,Royal Antwerp FC,73,CB,Unknown,74,75,196lbs,Left,0,1700000.0,10000.0,2600000.0
270,J. Bothroyd,38,65,England,Hokkaido Consadole Sapporo,65,ST,ST,65,75,196lbs,Left,0,190000.0,2000.0,238000.0
271,J. McAnuff,38,60,Jamaica,Leyton Orient,61,CAM,Unknown,60,70,161lbs,Right,0,70000.0,2000.0,123000.0
272,L. Camp,34,67,Northern Ireland,Birmingham City,67,GK,GK,67,72,163lbs,Right,0,325000.0,4000.0,618000.0
273,L. Grant,37,70,England,Manchester United,70,GK,GK,70,76,183lbs,Right,0,180000.0,23000.0,342000.0
274,Deco,34,76,Portugal,Fluminense,76,CAM,Unknown,76,69,161lbs,Right,0,2100000.0,20000.0,0.0
275,M. Bloomfield,36,64,England,Wycombe Wanderers,64,CM,CM,64,68,161lbs,Right,0,140000.0,3000.0,259000.0
276,P. Jagielka,37,72,England,Sheffield United,72,CB,CB,72,71,192lbs,Right,0,625000.0,16000.0,1200000.0
277,S. Royce,47,48,England,Gillingham,48,GK,GK,48,74,190lbs,Right,0,3000.0,700.0,5000.0
278,S. Caldwell,33,68,Scotland,Toronto FC,68,CB,CB,68,74,159lbs,Right,0,425000.0,8000.0,0.0
279,S. Downing,34,70,England,Blackburn Rovers,70,RM,RM LM CDM,70,71,141lbs,Left,0,900000.0,13000.0,1700000.0
280,T. Huddlestone,32,71,England,Derby County,71,CDM,CDM,71,74,176lbs,Right,0,1600000.0,17000.0,3000000.0
281,T. Berni,37,64,Italy,Inter,64,GK,Unknown,64,73,176lbs,Right,0,45000.0,8000.0,77000.0
282,W. Rooney,34,77,England,Derby County,77,CM,CM CDM CAM,77,69,183lbs,Right,0,4300000.0,31000.0,8199999.999999999
283,W. Routledge,35,69,England,Swansea City,69,LM,LM RM ST,69,67,141lbs,Right,0,450000.0,10000.0,855000.0
284,K. Commons,32,70,Scotland,Celtic,69,CAM,Unknown,70,66,141lbs,Left,0,1100000.0,30000.0,0.0
285,N. Castillo,29,68,Mexico,Rayo Vallecano,70,LW,Unknown,68,67,134lbs,Left,0,675000.0,8000.0,0.0
286,Neca,31,73,Portugal,Vitória de Setúbal,73,CAM,Unknown,73,70,157lbs,Right,0,1500000.0,9000.0,0.0
287,M. Ratajczak,38,63,Germany,Hannover 96,63,GK,Unknown,63,74,187lbs,Right,0,35000.0,3000.0,56000.0
288,T. Kuszczak,36,69,Poland,Birmingham City,68,GK,Unknown,69,75,185lbs,Right,0,140000.0,7000.0,266000.0
289,R. Green,38,70,England,Chelsea,69,GK,Unknown,70,74,203lbs,Right,0,120000.0,20000.0,222000.0
290,S. Padoin,35,70,Italy,Ascoli,71,CAM,LB LM CM,70,70,161lbs,Right,0,500000.0,2000.0,775000.0
291,K. Stamatopoulos,40,57,Canada,AIK,57,GK,GK,57,74,176lbs,Left,0,10000.0,600.0,13000.0
292,A. Aquilani,32,75,Italy,UD Las Palmas,74,CM,Unknown,75,73,174lbs,Right,0,5000000.0,20000.0,10500000.0
293,S. Pepe,32,74,Italy,Pescara,74,CAM,RM LM,74,69,174lbs,Right,0,2500000.0,20000.0,0.0
294,L. Cufré,36,69,Argentina,Leones Negros de la UdeG,69,CB,Unknown,69,69,168lbs,Right,0,0.0,5000.0,0.0
295,R. Jarstein,35,77,Norway,Hertha BSC,77,GK,GK,77,75,190lbs,Right,0,2400000.0,21000.0,4099999.9999999995
296,C. Burke,36,68,Scotland,Kilmarnock,68,RM,RM RW,68,69,150lbs,Right,0,300000.0,3000.0,525000.0
297,C. Grindheim,36,66,Norway,FK Haugesund,66,CM,Unknown,66,70,163lbs,Right,0,200000.0,1000.0,250000.0
298,M. Gurski,41,59,Germany,SpVgg Unterhaching,59,GK,Unknown,59,74,196lbs,Right,0,15000.0,550.0,22000.0
299,J. Gillet,41,67,Belgium,Standard de Liège,67,GK,GK,67,71,194lbs,Left,0,80000.0,2000.0,120000.0
300,P. Brożek,36,66,Poland,Wisła Kraków,66,ST,Unknown,66,71,174lbs,Right,0,230000.0,2000.0,311000.0
301,A. Boruc,40,73,Poland,Legia Warszawa,73,GK,GK,73,76,194lbs,Right,0,400000.0,5000.0,560000.0
302,C. Bovo,35,68,Italy,Lecce,67,CB,Unknown,68,71,174lbs,Right,0,210000.0,2000.0,326000.0
303,Adriano,31,73,Brazil,Club Athletico Paranaense,73,ST,ST,73,74,194lbs,Left,0,1500000.0,30000.0,0.0
304,Aduriz,38,81,Spain,Athletic Club de Bilbao,81,ST,ST,81,72,172lbs,Right,0,6500000.0,27000.0,13700000.0
305,Victor Valdés,34,82,Spain,Middlesbrough,80,GK,GK,82,72,172lbs,Right,0,13000000.0,40000.0,0.0
306,M. Langer,35,65,Austria,FC Schalke 04,65,GK,GK,65,77,205lbs,Right,0,150000.0,3000.0,255000.0
307,Y. Pelé,37,72,France,Olympique de Marseille,72,GK,GK,72,77,196lbs,Right,0,325000.0,12000.0,618000.0
308,H. Altıntop,34,74,Turkey,SV Darmstadt 98,75,CM,CDM CAM,74,72,181lbs,Right,0,1700000.0,20000.0,2700000.0
309,Lúcio,35,76,Brazil,Palmeiras,76,CB,Unknown,76,74,190lbs,Right,0,450000.0,60000.0,0.0
310,R. Ziegler,34,69,Switzerland,FC Dallas,70,CDM,CB LB,69,72,176lbs,Left,0,400000.0,4000.0,600000.0
311,S. Lichtsteiner  B,35,72,Switzerland,FC Augsburg,73,CB,RB CB RWB,72,72,168lbs,Right,0,875000.0,12000.0,1500000.0
312,G. McAuley,39,70,Northern Ireland,Northern Ireland,69,CB,CB,70,75,196lbs,Right,0,0.0,0.0,0.0
313,Cani,34,73,Spain,Real Zaragoza,72,CAM,CAM LM RM,73,71,165lbs,Right,0,1500000.0,10000.0,0.0
314,Pinto,37,72,Spain,FC Barcelona,72,GK,Unknown,72,73,181lbs,Right,0,0.0,25000.0,0.0
315,Jonatan Soriano,34,71,Spain,Girona FC,73,CAM,ST,71,71,159lbs,Right,0,1200000.0,8000.0,1900000.0
316,M. Rodríguez,39,74,Argentina,Newell's Old Boys,75,CAM,LW LM ST,74,68,163lbs,Right,0,1500000.0,11000.0,2300000.0
317,A. Mannus,38,66,Northern Ireland,Shamrock Rovers,66,GK,Unknown,66,74,207lbs,Right,0,70000.0,600.0,109000.0
318,Cifuentes,41,73,Spain,Cádiz CF,73,GK,GK,73,74,176lbs,Right,0,400000.0,10000.0,880000.0
319,Moyá,36,78,Spain,Real Sociedad,78,GK,GK,78,74,183lbs,Right,0,1700000.0,15000.0,3600000.0
320,Xisco Campos,37,68,Spain,RCD Mallorca,68,CB,Unknown,68,71,170lbs,Right,0,180000.0,6000.0,396000.0
321,Borja Fernández,37,69,Spain,Real Valladolid CF,70,CB,Unknown,69,74,181lbs,Right,0,70000.0,7000.0,308000.0
322,Nihat,30,76,Turkey,Beşiktaş JK,76,CAM,CF ST RW CAM,82,69,157lbs,Right,6,0.0,0.0,0.0
323,Riesgo,36,71,Spain,CD Leganés,71,GK,Unknown,71,73,172lbs,Right,0,400000.0,4000.0,640000.0
324,Mista,31,68,Spain,Toronto FC,68,ST,ST,77,72,163lbs,Left,9,0.0,0.0,0.0
325,Reyes,34,71,Spain,Extremadura UD,70,CAM,CAM RM LM ST,71,69,161lbs,Left,0,1200000.0,6000.0,1900000.0
326,O. Onyewu,35,69,United States,Philadelphia Union,68,CB,CB,69,77,209lbs,Right,0,250000.0,4000.0,375000.0
327,S. Riether,35,69,Germany,FC Schalke 04,70,CB,Unknown,69,69,159lbs,Right,0,230000.0,9000.0,391000.0
328,L. McCormick,36,60,England,Plymouth Argyle,60,GK,GK,60,72,194lbs,Right,0,35000.0,1000.0,61000.0
329,L. FeeneyB,33,65,England,Tranmere Rovers,66,RM,Unknown,65,72,168lbs,Right,0,240000.0,3000.0,0.0
330,C. Kameni,35,73,Cameroon,Cameroon,72,GK,GK,73,73,190lbs,Right,0,0.0,0.0,0.0
331,F. Béria,33,73,France,LOSC Lille,72,CDM,Unknown,73,70,174lbs,Right,0,1200000.0,30000.0,0.0
332,J. Plašil,36,71,Czech Republic,FC Girondins de Bordeaux,70,CM,CM CDM,71,72,157lbs,Right,0,750000.0,20000.0,1500000.0
333,J. Toulalan,33,78,France,FC Girondins de Bordeaux,76,CDM,Unknown,78,72,190lbs,Right,0,4200000.0,40000.0,8000000.0
334,J. Mathieu,35,81,France,Sporting CP,81,CB,CB,81,74,185lbs,Left,0,5500000.0,13000.0,11000000.0
335,A. Emaná,34,75,Cameroon,Gimnàstic de Tarragona,74,CAM,ST CAM LM,75,71,170lbs,Right,0,2200000.0,10000.0,0.0
336,Juninho,38,77,Brazil,Vasco da Gama,77,CAM,CAM CM,77,70,163lbs,Right,0,625000.0,50000.0,0.0
337,J. Jones,35,73,United States,LA Galaxy,73,CDM,Unknown,73,72,172lbs,Right,0,950000.0,6000.0,1400000.0
338,David Villa,37,79,Spain,Vissel Kobe,79,CF,ST,79,69,152lbs,Right,0,3700000.0,10000.0,5900000.0
339,A. Montenegro,31,67,Argentina,Hércules CF,67,CAM,Unknown,67,69,154lbs,Right,0,0.0,0.0,0.0
340,Nino,40,70,Spain,Elche CF,70,ST,ST CF CAM,70,67,150lbs,Right,0,0.0,9000.0,0.0
341,A. Voronin,33,76,Ukraine,Dinamo Moscow,76,CAM,Unknown,76,69,179lbs,Right,0,2400000.0,60000.0,0.0
342,M. Wölfli,36,66,Switzerland,BSC Young Boys,66,GK,GK,66,73,194lbs,Right,0,110000.0,3000.0,165000.0
343,Iraizoz,37,75,Spain,Girona FC,74,GK,Unknown,75,75,196lbs,Right,0,450000.0,15000.0,945000.0
344,D. Benaglio,35,74,Switzerland,AS Monaco,74,GK,GK,74,76,196lbs,Right,0,1500000.0,15000.0,2900000.0
345,M. Eggimann,33,66,Switzerland,1. FC Union Berlin,66,CB,Unknown,66,75,198lbs,Right,0,300000.0,4000.0,0.0
346,Rubén Castro,39,71,Spain,FC Cartagena,72,CF,ST,71,67,150lbs,Right,0,700000.0,5000.0,1100000.0
347,M. Fotheringham,30,59,Scotland,Fulham,59,CM,Unknown,59,70,168lbs,Right,0,120000.0,2000.0,0.0
348,R. Fuller,35,68,Jamaica,Oldham Athletic,68,ST,Unknown,68,75,172lbs,Right,0,350000.0,7000.0,0.0
349,R. Fanni,38,70,France,Montreal Impact,70,CB,CB,70,73,179lbs,Right,0,350000.0,3000.0,508000.0
350,D. Martin,34,66,England,West Ham United,66,GK,GK,66,74,190lbs,Right,0,275000.0,8000.0,523000.0
351,C. Carrasso,35,79,France,Galatasaray SK,77,GK,GK,79,74,205lbs,Right,0,3000000.0,30000.0,5700000.0
352,I. Henderson,35,66,England,Salford City,67,CF,ST,66,70,148lbs,Right,0,300000.0,5000.0,525000.0
353,A. Lonergan,35,65,England,Liverpool,65,GK,GK,65,76,192lbs,Left,0,150000.0,8000.0,278000.0
354,K. Touré,35,75,Ivory Coast,Celtic,74,CB,CB,75,70,168lbs,Right,0,700000.0,30000.0,0.0
355,P. Gori,40,62,Italy,Benevento,62,GK,GK,62,74,183lbs,Right,0,30000.0,1000.0,54000.0
356,A. Di Natale,37,77,Italy,Udinese,82,CAM,ST,77,67,154lbs,Right,0,850000.0,35000.0,0.0
357,J. Makoun,33,69,Cameroon,Antalyaspor,68,CDM,Unknown,69,68,143lbs,Right,0,450000.0,9000.0,0.0
358,M. Dawson,36,69,England,Nottingham Forest,69,CB,CB,69,74,168lbs,Right,0,210000.0,14000.0,399000.0
359,Pepe,37,81,Portugal,Portugal,81,CB,CB,81,74,179lbs,Right,0,3600000.0,13000.0,7200000.0
360,A. Walke,37,71,Germany,FC Red Bull Salzburg,71,GK,GK,71,74,194lbs,Right,0,240000.0,8000.0,360000.0
361,A. Meier,36,70,Germany,Western Sydney Wanderers,69,ST,Unknown,70,77,212lbs,Right,0,625000.0,5000.0,781000.0
362,C. Schulz,34,68,Germany,SK Sturm Graz,67,CB,CB,68,73,176lbs,Left,0,275000.0,10000.0,392000.0
363,A. Tymoshchuk,35,75,Ukraine,Zenit St. Petersburg,76,CB,Unknown,75,71,154lbs,Right,0,375000.0,45000.0,0.0
364,R. Adler,33,78,Germany,1. FSV Mainz 05,77,GK,GK,78,75,187lbs,Right,0,5000000.0,20000.0,8500000.0
365,M. Rensing,35,70,Germany,Fortuna Düsseldorf,70,GK,GK,70,75,201lbs,Right,0,475000.0,8000.0,855000.0
366,P. Lahm,32,88,Germany,FC Bayern München,85,RWB,RB CDM CM,88,67,146lbs,Right,0,29500000.0,200000.0,0.0
367,B. Schweinsteiger,34,75,Germany,Unknown,75,CB,CB,75,72,174lbs,Right,0,0.0,0.0,0.0
368,R. König,37,63,Germany,FSV Zwickau,63,ST,ST,63,75,205lbs,Left,0,130000.0,550.0,189000.0
369,N. Belhadj,27,75,Algeria,Portsmouth,77,CF,Unknown,82,69,148lbs,Left,7,0.0,0.0,0.0
370,S. Whittaker,35,63,Scotland,Hibernian,64,CM,RB CM,63,73,192lbs,Right,0,100000.0,1000.0,175000.0
371,A. Koné,36,71,Ivory Coast,Sivasspor,71,ST,ST,71,71,172lbs,Right,0,850000.0,10000.0,1700000.0
372,M. Borriello,35,77,Italy,SPAL,76,ST,ST,77,73,187lbs,Left,0,4099999.9999999995,15000.0,7300000.0
373,H. Campagnaro,39,69,Argentina,Pescara,69,CB,CB,69,71,187lbs,Right,0,140000.0,2000.0,224000.0
374,S. Muntari,33,72,Ghana,Albacete BP,72,CB,CDM CM,72,70,168lbs,Left,0,1300000.0,7000.0,2000000.0
375,B. Yılmaz,34,78,Turkey,LOSC Lille,78,ST,ST,78,74,170lbs,Right,0,5500000.0,41000.0,10500000.0
376,M. Topal,34,74,Turkey,Medipol Başakşehir FK,74,CDM,CDM CB,74,74,181lbs,Right,0,2200000.0,28000.0,4200000.0
377,S. Sarıoğlu,32,69,Turkey,Göztepe SK,70,RWB,Unknown,69,67,143lbs,Right,0,575000.0,10000.0,1200000.0
378,H. Kaldırım,30,75,Turkey,Medipol Başakşehir FK,75,LB,LB,75,72,165lbs,Left,0,5500000.0,30000.0,10500000.0
379,U. Bulut,37,68,Turkey,Yeni Malatyaspor,68,ST,Unknown,68,72,165lbs,Right,0,325000.0,5000.0,650000.0
380,P. McShane,34,65,Republic of Ireland,Rochdale,65,CB,CB,65,72,179lbs,Right,0,200000.0,2000.0,350000.0
381,L. Andreasen,32,74,Denmark,Hannover 96,75,CB,Unknown,74,74,179lbs,Right,0,2000000.0,35000.0,0.0
382,J. Hansen,35,75,Denmark,FC Midtjylland,75,GK,GK,75,74,172lbs,Right,0,1800000.0,13000.0,2300000.0
383,E. Hallfreðsson,36,70,Iceland,Iceland,71,CDM,CM CDM,70,73,190lbs,Left,0,0.0,0.0,0.0
384,Marcos Assunção,36,72,Brazil,Santos,74,CAM,Unknown,72,70,181lbs,Right,0,275000.0,20000.0,0.0
385,A. Hutchinson,37,76,Canada,Beşiktaş JK,76,CDM,CDM CM,76,74,183lbs,Right,0,1700000.0,37000.0,3400000.0
386,J. Briand,34,75,France,FC Girondins de Bordeaux,75,ST,ST,75,72,187lbs,Right,0,3500000.0,31000.0,6700000.0
387,E. Eboué,32,75,Ivory Coast,Sunderland,75,RB,Unknown,75,70,161lbs,Right,0,2300000.0,35000.0,0.0
388,S. Brown,35,75,Scotland,Celtic,75,CDM,CDM,75,69,176lbs,Right,0,2100000.0,30000.0,3800000.0
389,M. Chamakh,32,71,Morocco,Cardiff City,72,ST,CAM ST,71,73,154lbs,Right,0,1300000.0,20000.0,0.0
390,S. Sidwell,34,71,England,Brighton & Hove Albion,70,CDM,Unknown,71,70,176lbs,Right,0,1200000.0,30000.0,2200000.0
391,L. Cana,31,76,Albania,FC Nantes,70,CB,Unknown,76,73,170lbs,Right,0,950000.0,20000.0,0.0
392,A. Lindegaard,36,67,Denmark,Helsingborgs IF,67,GK,GK,67,76,187lbs,Right,0,130000.0,700.0,163000.0
393,Junior Cesar,31,71,Brazil,Botafogo,72,LWB,Unknown,71,65,139lbs,Left,0,575000.0,15000.0,0.0
394,Jefferson,33,80,Brazil,Brazil,78,GK,Unknown,80,74,198lbs,Left,0,0.0,0.0,0.0
395,Maicon,33,77,Brazil,Roma,77,RWB,RB,77,72,170lbs,Right,0,2900000.0,70000.0,0.0
396,Alex,35,80,Brazil,Coritiba,80,CAM,CAM CF,80,69,161lbs,Left,0,3600000.0,45000.0,0.0
397,Artur Moraes,36,70,Brazil,CD Aves,68,GK,Unknown,70,76,209lbs,Right,0,70000.0,3000.0,504000.0
398,Felipe Melo,33,78,Brazil,Inter,78,CB,CDM CM,78,72,176lbs,Right,0,3800000.0,60000.0,0.0
399,Cris,36,70,Brazil,Vasco da Gama,70,CB,CB,70,72,170lbs,Right,0,0.0,20000.0,0.0
400,Dagoberto,30,77,Brazil,Cruzeiro,78,RW,Unknown,77,69,165lbs,Right,0,3600000.0,60000.0,0.0
401,Fernandinho,35,84,Brazil,Manchester City,84,CB,CB CDM,84,70,148lbs,Right,0,9500000.0,110000.0,17600000.0
402,Nilmar,26,83,Brazil,Villarreal CF,82,ST,ST CF,86,71,163lbs,Right,3,16500000.0,90000.0,0.0
403,Pablo Ibáñez,30,70,Spain,Birmingham City,70,CB,CB,70,76,190lbs,Right,0,700000.0,6000.0,0.0
404,P. García,36,73,Uruguay,PAOK,75,CB,Unknown,73,73,161lbs,Left,0,0.0,20000.0,0.0
405,Sergio García,35,77,Spain,RCD Espanyol,77,CF,Unknown,77,69,159lbs,Right,0,4099999.9999999995,20000.0,8600000.0
406,C. Blanco,42,71,Mexico,Club América,71,CAM,CAM,71,70,176lbs,Right,0,0.0,20000.0,0.0
407,Alexis,33,69,Spain,Racing Santander,69,CB,CB,69,72,165lbs,Right,0,500000.0,5000.0,775000.0
408,S. Francis,34,74,England,Bournemouth,74,CB,CB RB,74,74,198lbs,Right,0,2100000.0,45000.0,4000000.0
409,H. Şükür,35,77,Turkey,Galatasaray SK,77,ST,Unknown,78,75,179lbs,Right,1,0.0,0.0,0.0
410,W. Morgan,36,73,Jamaica,Leicester City,73,CB,CB,73,73,223lbs,Right,0,800000.0,35000.0,1500000.0
411,Alex,33,79,Brazil,Milan,78,CB,CB,79,74,203lbs,Right,0,4500000.0,80000.0,0.0
412,Elano,34,74,Brazil,Santos,74,CAM,Unknown,74,69,161lbs,Right,0,1700000.0,40000.0,0.0
413,Diego,30,79,Brazil,Fenerbahçe SK,78,CAM,CAM LM,79,68,161lbs,Right,0,9500000.0,100000.0,0.0
414,Robinho,34,77,Brazil,Sivasspor,77,CAM,LW CAM,77,68,143lbs,Right,0,4500000.0,20000.0,9000000.0
415,Luís Fabiano,34,77,Brazil,São Paulo,76,ST,ST,77,73,187lbs,Right,0,3700000.0,70000.0,0.0
416,Lee Dong Gook,41,69,Korea Republic,Jeonbuk Hyundai Motors,69,ST,ST,69,73,176lbs,Right,0,0.0,5000.0,0.0
417,Kim Young Kwang,37,68,Korea Republic,Seongnam FC,68,GK,Unknown,68,72,190lbs,Right,0,90000.0,1000.0,113000.0
418,M. Amelia,34,67,Italy,Vicenza,66,GK,Unknown,67,75,198lbs,Right,0,475000.0,2000.0,0.0
419,P. Jones,34,61,England,Sheffield Wednesday,61,GK,Unknown,61,75,183lbs,Right,0,110000.0,3000.0,209000.0
420,A. Barzagli,37,83,Italy,Juventus,81,CB,CB,83,74,192lbs,Right,0,1700000.0,90000.0,5800000.0
421,S. Kießling,33,75,Germany,Bayer 04 Leverkusen,74,ST,ST,75,75,179lbs,Right,0,4200000.0,50000.0,7100000.0
422,D. Baier,35,77,Germany,FC Augsburg,77,CDM,Unknown,77,69,172lbs,Right,0,2800000.0,17000.0,4800000.0
423,G. Pazzini,35,69,Italy,Hellas Verona,69,ST,ST,69,71,170lbs,Right,0,475000.0,10000.0,855000.0
424,M. Gobbi,37,71,Italy,Parma,72,CB,LB,71,72,168lbs,Left,0,110000.0,15000.0,486000.0
425,M. Cassani,33,68,Italy,Bari,66,CB,Unknown,68,72,165lbs,Right,0,150000.0,2000.0,560000.0
426,O. Martins,35,75,Nigeria,Wuhan Zall,75,ST,ST,75,67,154lbs,Left,0,3100000.0,10000.0,4800000.0
427,G. Pandev,36,72,North Macedonia,Genoa,74,CAM,ST RW,72,72,165lbs,Left,0,1100000.0,11000.0,2000000.0
428,G. Samaras,31,69,Greece,Real Zaragoza,68,ST,ST LM,69,76,190lbs,Right,0,900000.0,8000.0,0.0
429,P. Odemwingie,34,69,Nigeria,Rotherham United,70,ST,Unknown,69,72,163lbs,Right,0,475000.0,9000.0,0.0
430,M. Vorm,35,74,Netherlands,Tottenham Hotspur,74,GK,GK,74,72,185lbs,Right,0,1500000.0,30000.0,2900000.0
431,J. Verhoeven,34,65,Netherlands,FC Utrecht,65,GK,Unknown,65,78,227lbs,Right,0,350000.0,3000.0,0.0
432,G. Johnson,32,73,England,Stoke City,73,CDM,RB,73,72,172lbs,Right,0,2200000.0,50000.0,4200000.0
433,R. Huth,32,74,Germany,Leicester City,73,CB,Unknown,74,75,218lbs,Right,0,3200000.0,50000.0,6100000.0
